Country,City,Habitat,Point,Temperature,Elevation,Day,Month,Year,hours,minutes,English_Name,age,sex,Count,Sight,Remarks,Audio,Additional_comments
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,Asian Koel,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,Common Myna,n/a,n/a,3,n,,y,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,Edible-nest Swiftlet ,n/a,n/a,20,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,House Crow,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,Lineated Barbet,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,53,Little Egret ,n/a,n/a,4,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,57,House Swallow,n/a,n/a,7,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,5,59,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC08,,,3,3,2019,6,3,Rock Pigeon,n/a,n/a,2,y,Resting,n,
Myanmar,Myeik,UC,MGZUC01,,,3,3,2019,6,13,Common Tailorbird,n/a,n/a,2,n,,y,
Myanmar,Myeik,UC,MGZUC01,,,3,3,2019,6,13,Edible-nest Swiftlet ,n/a,n/a,10,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC01,,,3,3,2019,6,13,Pond Heron (non-breeding),n/a,n/a,1,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC01,,,3,3,2019,6,13,Scarlet-backed Flowerpecker,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC01,,,3,3,2019,6,13,Stripe-throated Bulbul,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC01,,,3,3,2019,6,22,Little Egret ,n/a,n/a,1,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC02,,,3,3,2019,6,35,Asian Koel,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC02,,,3,3,2019,6,35,Common Myna,n/a,n/a,5,y,Flying Over/On ground,y,
Myanmar,Myeik,UC,MGZUC02,,,3,3,2019,6,35,Edible-nest Swiftlet ,n/a,n/a,24,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC02,,,3,3,2019,6,35,House Crow,n/a,n/a,4,n,,y,
Myanmar,Myeik,UC,MGZUC02,,,3,3,2019,6,44,Large-billed Crow,n/a,n/a,1,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Common Myna,n/a,n/a,4,y,On building/ground,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Edible-nest Swiftlet ,n/a,n/a,3,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,House Crow,n/a,n/a,4,y,On coconut tree/flying over,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Olive-backed Sunbird,n/a,n/a,2,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Rock Pigeon,n/a,n/a,7,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Scarlet-backed Flowerpecker,n/a,n/a,1,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,6,51,Spotted Dove,n/a,n/a,2,y,Bamboo,n,
Myanmar,Myeik,UC,MGZUC10,,,3,3,2019,7,1,Scaly-breasted Munia,n/a,n/a,5,y,Bush,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Asian Brown Flycatcher,n/a,n/a,2,y,On tree,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Black Drongo,n/a,n/a,1,y,On tree,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Black-naped Oriole,n/a,n/a,2,y,On tree,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Common Myna,n/a,n/a,12,y,Foraging on ground,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Common Tailorbird,n/a,n/a,2,n,,y,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,House Crow,n/a,n/a,1,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Large-billed Crow,n/a,n/a,2,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,12,Olive-backed Sunbird,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC03,,,3,3,2019,7,21,Rock Pigeon,n/a,n/a,3,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,29,Asian Barred Owlet,n/a,n/a,1,y,On tree,n,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,29,Brown Shrike,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,29,Common Tailorbird,n/a,n/a,2,n,,y,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,29,Lineated Barbet,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,29,Scarlet-backed Flowerpecker,n/a,n/a,4,y,,,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,29,Yellow-vented Bulbul,n/a,n/a,1,y,On tree,y,
Myanmar,Myeik,UC,MGZUC04,,,3,3,2019,7,38,Asian Brown Flycatcher,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Asian Koel,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Brown Shrike,n/a,n/a,1,y,,y,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Dusky Warbler,n/a,n/a,5,y,,n,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Rock Pigeon,n/a,n/a,3,y,Flying Over,n,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Scaly-breasted Munia,n/a,n/a,30,y,,n,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Spotted Dove,n/a,n/a,2,y,,n,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,White-rumped Munia ,n/a,n/a,50,y,bush,n,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,43,Yellow-vented Bulbul,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC05,,,3,3,2019,7,52,Black-naped Oriole,n/a,n/a,1,y,,n,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,0,Common Myna,n/a,n/a,5,y,,n,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,0,Common Tailorbird,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,0,Greater Coucal,n/a,n/a,2,y,On ground,n,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,0,Green-billed Malkoha,n/a,n/a,2,y,On tree,n,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,0,House Crow,n/a,n/a,2,y,,n,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,0,Stripe-throated Bulbul,n/a,n/a,4,n,,y,
Myanmar,Myeik,UC,MGZUC07,,,3,3,2019,8,11,Asian Koel,n/a,Male,1,y,On tree,n,
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,19,Asian Koel,n/a,n/a,1,n,,y,Noise
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,19,Common Myna,n/a,n/a,2,y,On building,n,Noise
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,19,Edible-nest Swiftlet ,n/a,n/a,1,y,Flying over,n,Noise
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,19,Greater Coucal,n/a,n/a,1,y,On bamboo,n,Noise
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,19,House Crow,n/a,n/a,3,y,On ground,n,Noise
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,19,Jungle Myna,n/a,n/a,10,y,Flying over,n,Noise
Myanmar,Myeik,UC,MGZUC06,,,3,3,2019,8,28,Stripe-throated Bulbul,n/a,n/a,1,y,,n,Noise
Myanmar,Myeik,UC,MGZUC09,,,3,3,2019,8,36,Common Tailorbird,n/a,n/a,1,n,,y,
Myanmar,Myeik,UC,MGZUC09,,,3,3,2019,8,36,House Crow,n/a,n/a,6,y,,y,
Myanmar,Myeik,UC,MGZUC09,,,3,3,2019,8,36,Rock Pigeon,n/a,n/a,5,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC09,,,3,3,2019,8,36,Spotted Dove,n/a,n/a,8,y,Flying over,n,
Myanmar,Myeik,UC,MGZUC09,,,3,3,2019,8,45,Common Myna,n/a,n/a,6,y,Carrying grass,n,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,39,Asian Koel,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,39,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,39,Olive-backed Sunbird,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,39,Scarlet-backed Flowerpecker,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,41,Warbler sp.,n/a,n/a,1,y,On bamboo tree,n,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,47,Common Tailorbird,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,47,Edible-nest Swiftlet ,n/a,n/a,1,y,Flying over,n,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,47,Yellow-vented Bulbul,n/a,n/a,3,y,Flying over,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,48,Black-naped Oriole,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH09,25,,4,3,2019,6,49,White-rumped Munia ,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,6,55,Amur Falcon,n/a,n/a,1,y,Flying over,n,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,6,55,Little Cormorant,n/a,n/a,1,y,Near pond ,n,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,6,55,Little Grebe,n/a,n/a,2,n,Swimming ,n,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,6,55,Scarlet-backed Flowerpecker,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,6,55,Stripe-throated Bulbul,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,7,1,Brahminy Kite,n/a,n/a,2,n,Flying over,n,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,7,1,Yellow-vented Bulbul,n/a,n/a,1,y, Top of tree,y,
Myanmar,Myeik,MH,MGZMH08,25,,4,3,2019,7,5,Oriental White-eye,n/a,n/a,8,y,Flying over,n,
Myanmar,Myeik,MH,MGZMH01,25,,4,3,2019,7,17,Ashy Drongo,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH01,25,,4,3,2019,7,17,Edible-nest Swiftlet ,n/a,n/a,10,y,Flying over,n,
Myanmar,Myeik,MH,MGZMH01,25,,4,3,2019,7,18,Black-naped Oriole,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH01,25,,4,3,2019,7,18,House Crow,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH01,25,,4,3,2019,7,18,Scarlet-backed Flowerpecker,n/a,n/a,1,y,On tree,n,
Myanmar,Myeik,MH,MGZMH01,25,,4,3,2019,7,23,Olive-backed Sunbird,n/a,n/a,1,y,,n,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,45,Black Drongo,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,45,Common Hill-myna,n/a,n/a,1,y,,n,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,45,Greater Coucal,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,45,Stripe-throated Bulbul,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,45,Warbler sp.,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,45,Yellow-vented Bulbul,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,49,Lineated Barbet,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,49,Shikra,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH02,26,,4,3,2019,7,55,White-rumped Munia ,n/a,n/a,1,y,,n,
Myanmar,Myeik,MH,MGZMH03,26,,4,3,2019,8,15,Black-naped Oriole,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH03,26,,4,3,2019,8,15,Brahminy Kite,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH03,26,,4,3,2019,8,15,Edible-nest Swiftlet ,n/a,n/a,1,y,Flying over,n,
Myanmar,Myeik,MH,MGZMH03,26,,4,3,2019,8,15,Scarlet-backed Flowerpecker,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH03,26,,4,3,2019,8,25,House Crow,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH10,26,,4,3,2019,8,36,Warbler sp.,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH10,26,,4,3,2019,8,43,Crested Serpent-eagle,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH10,26,,4,3,2019,8,45,Vernal Hanging-parrot,n/a,n/a,1,n,,y,
Myanmar,Myeik,MH,MGZMH04,26,,4,3,2019,8,58,Crested Serpent-eagle,n/a,n/a,2,y,Flying over,n,
